,date,pH,electrical_conductivity_dS_m,nitrate_input_mg_L,fertilizer_kg_ha,manure_kg_ha,ammonium_mg_L,chloride_mg_L,crop_type,livestock_density_LU_ha,urbanization,soil_type,aquifer_type,permeability_m_day,groundwater_level_cm,precipitation_mm,drought_days,evaporation_mm,nitrate_groundwater_mg_L,Aluminum (AL),Arsenic (AS),Barium (BA),Calcium (CA),Cadmium (CD),Chloride (CL),Copper (CU),Electrical Conductivity (EC),pH (Lab),Potassium (K),Magnesium (MG),Manganese (MN),Sodium (NA),Ammonium (NH4-N),Nitrate (NO3-N),Total Phosphorus (PTOT-P),Phosphate (PO4-P),Lead (PB),Zinc (ZN),sunlight_hours,humidity_percent,temperature_celsius
100,2020-05-25,6.41,0.59,5.39,170.87,91.46,6.92,54.61,wheat,3.08,medium,peat,unconfined,7.83,128.32,79.14,38,86.67,13.36,165.44,0.41,79.143,19.858,0.379,24.49,1.373,28.1,5.27,7.107,6.544,0.623,15.044,0.047,15.439,0.05,,0.2,34.842,5.86,72.91,10.54
101,2020-05-25,6.41,0.59,5.39,170.87,91.46,6.92,54.61,wheat,3.08,medium,peat,unconfined,7.83,128.32,79.14,38,86.67,13.36,26.744,1.824,74.836,36.302,0.05,150.45,0.5,76.7,6.24,9.644,10.659,1.224,91.129,0.086,0.029,0.05,,0.2,5.107,7.97,83.7,10.35
102,2020-05-25,6.41,0.59,5.39,170.87,91.46,6.92,54.61,wheat,3.08,medium,peat,unconfined,7.83,128.32,79.14,38,86.67,13.36,10.925,0.941,57.288,35.393,0.05,128.027,0.5,74.1,6.04,5.635,10.668,0.376,91.989,0.066,0.029,0.05,,0.2,8.873,8.75,72.32,13.09
103,2020-05-25,6.41,0.59,5.39,170.87,91.46,6.92,54.61,wheat,3.08,medium,peat,unconfined,7.83,128.32,79.14,38,86.67,13.36,11.07,0.486,47.276,17.913,0.236,33.454,0.578,35.4,6.21,8.666,10.993,0.141,25.564,0.047,12.593,0.05,,0.2,15.132,7.54,75.51,14.48
104,2020-05-25,6.41,0.59,5.39,170.87,91.46,6.92,54.61,wheat,3.08,medium,peat,unconfined,7.83,128.32,79.14,38,86.67,13.36,10.0,0.953,39.424,74.791,0.05,12.595,0.5,43.9,7.02,0.799,5.404,0.202,10.384,0.382,0.029,0.392,,0.2,4.0,6.53,80.37,11.03
105,2020-05-25,6.41,0.59,5.39,170.87,91.46,6.92,54.61,wheat,3.08,medium,peat,unconfined,7.83,128.32,79.14,38,86.67,13.36,20.311,1.343,88.438,6.7,0.05,217.399,0.5,74.5,5.77,6.868,2.198,0.288,115.831,0.186,0.892,0.175,,0.2,8.708,5.91,78.26,13.59
106,2020-05-25,6.41,0.59,5.39,170.87,91.46,6.92,54.61,wheat,3.08,medium,peat,unconfined,7.83,128.32,79.14,38,86.67,13.36,173.697,2.609,108.791,23.771,0.182,70.571,6.797,44.5,6.32,3.149,4.452,0.025,59.993,0.307,0.029,0.05,,0.262,4.0,8.92,78.08,10.14
107,2020-05-25,6.41,0.59,5.39,170.87,91.46,6.92,54.61,wheat,3.08,medium,peat,unconfined,7.83,128.32,79.14,38,86.67,13.36,48.781,0.788,10.023,6.7,0.05,40.415,0.5,26.6,6.32,1.3,0.75,0.024,45.235,0.164,0.029,0.05,,0.2,4.0,6.47,75.5,10.5
108,2020-08-07,6.68,0.98,4.98,162.72,64.78,6.19,28.57,grass,3.65,low,peat,unconfined,9.9,125.43,115.83,24,50.92,0.0,,,,,,,,,,,,,,,,,,,,11.07,55.15,23.5
109,2022-08-31,5.96,0.92,52.67,205.36,121.9,6.62,44.43,sugar beet,0.16,low,sand,unconfined,0.17,73.64,102.21,18,71.14,15.2,,,,,,,,,,,,,,,,,,,,9.81,50.3,21.31
110,2022-06-08,6.5,1.13,49.76,157.83,117.35,2.59,38.95,sugar beet,1.91,low,sand,unconfined,7.14,80.49,72.89,39,77.71,7.25,,,,,,,,,,,,,,,,,,,,10.69,52.2,21.94
111,2021-01-24,6.18,1.06,42.73,264.26,100.54,2.56,59.77,sugar beet,1.42,low,clay,unconfined,9.72,121.8,68.45,30,53.86,15.92,,,,,,,,,,,,,,,,,,,,1.67,92.21,2.65
112,2021-08-21,5.68,0.89,22.4,198.03,159.26,7.27,35.86,grass,2.73,medium,sand,unconfined,9.13,102.8,62.88,1,80.67,19.07,,,,,,,,,,,,,,,,,,,,10.19,66.23,24.54
113,2021-03-10,6.18,0.87,54.88,93.02,99.75,6.65,33.26,sugar beet,3.85,low,peat,unconfined,3.71,53.12,70.39,21,67.77,7.86,,,,,,,,,,,,,,,,,,,,8.55,79.36,13.87
114,2021-07-22,6.77,0.67,53.61,141.17,41.67,4.48,57.93,maize,0.65,low,peat,unconfined,4.79,112.18,94.64,7,85.43,14.34,10.0,1.131,31.548,12.81,0.05,12.947,0.5,16.9,5.67,2.697,1.428,0.037,13.762,0.047,0.029,0.05,,0.2,4.0,8.79,50.51,20.67
115,2021-07-22,6.77,0.67,53.61,141.17,41.67,4.48,57.93,maize,0.65,low,peat,unconfined,4.79,112.18,94.64,7,85.43,14.34,10.0,2.652,60.737,28.01,0.05,25.348,0.5,50.1,6.46,35.248,10.552,0.832,49.737,0.286,0.029,0.05,,0.2,4.0,8.95,63.73,19.2
116,2021-07-22,6.77,0.67,53.61,141.17,41.67,4.48,57.93,maize,0.65,low,peat,unconfined,4.79,112.18,94.64,7,85.43,14.34,35.615,83.738,122.683,69.531,0.05,46.171,0.5,64.7,6.54,25.492,17.18,0.386,29.853,0.587,0.029,0.103,,0.2,4.0,8.59,63.5,24.78
117,2021-07-22,6.77,0.67,53.61,141.17,41.67,4.48,57.93,maize,0.65,low,peat,unconfined,4.79,112.18,94.64,7,85.43,14.34,1031.818,2.707,51.413,6.7,0.05,6.636,0.5,10.3,4.59,2.026,1.207,0.065,6.61,0.047,0.029,0.05,,0.2,135.463,11.49,55.5,19.16
118,2021-07-22,6.77,0.67,53.61,141.17,41.67,4.48,57.93,maize,0.65,low,peat,unconfined,4.79,112.18,94.64,7,85.43,14.34,10.0,0.418,49.976,135.634,0.05,45.861,0.5,78.1,7.04,1.762,11.098,0.153,23.863,0.455,0.029,0.052,,0.2,4.0,8.15,66.93,22.1
119,2021-07-22,6.77,0.67,53.61,141.17,41.67,4.48,57.93,maize,0.65,low,peat,unconfined,4.79,112.18,94.64,7,85.43,14.34,10.0,0.861,114.662,49.598,0.093,57.9,4.014,58.4,6.47,19.333,9.082,0.125,52.209,0.047,6.099,0.05,,0.2,4.0,9.17,56.53,23.32
120,2021-07-22,6.77,0.67,53.61,141.17,41.67,4.48,57.93,maize,0.65,low,peat,unconfined,4.79,112.18,94.64,7,85.43,14.34,10.0,1.804,26.157,78.562,0.05,12.75,0.5,43.7,7.35,1.257,7.423,0.064,9.023,0.244,0.029,0.081,,0.2,4.0,11.64,50.6,18.53
121,2022-11-20,5.98,1.3,41.71,169.85,91.05,6.71,48.93,maize,2.38,low,sand,unconfined,4.82,141.11,91.49,28,81.34,13.99,,,,,,,,,,,,,,,,,,,,5.9,82.47,8.64
122,2020-11-01,6.78,1.14,16.45,152.22,146.84,2.59,35.99,sugar beet,0.65,low,sand,confined,6.24,84.36,68.25,12,46.62,7.16,,,,,,,,,,,,,,,,,,,,4.45,77.17,8.75
123,2024-11-24,4.69,1.28,31.5,184.34,24.63,2.51,33.07,potatoes,3.95,low,peat,confined,3.96,55.92,104.73,7,64.84,12.52,,,,,,,,,,,,,,,,,,,,5.94,77.26,9.12
124,2022-06-01,6.41,0.91,56.76,189.85,96.24,1.77,35.98,grass,3.93,low,sand,unconfined,1.42,101.45,76.09,52,87.18,15.09,10.0,1.089,50.238,158.364,0.05,47.749,0.779,95.5,7.02,23.457,12.868,0.573,30.472,0.394,0.029,0.505,,0.2,4.0,11.07,68.3,23.49
125,2022-06-01,6.41,0.91,56.76,189.85,96.24,1.77,35.98,grass,3.93,low,sand,unconfined,1.42,101.45,76.09,52,87.18,15.09,10.0,8.863,39.573,182.458,0.05,75.722,0.5,108.9,7.02,3.711,10.493,0.28,48.765,0.819,0.029,0.796,,0.2,4.0,10.69,62.65,21.06
126,2024-09-07,6.04,0.8,66.54,82.02,123.02,5.72,66.29,potatoes,1.65,medium,clay,unconfined,8.43,132.55,98.65,58,78.97,14.99,,,,,,,,,,,,,,,,,,,,5.59,80.67,12.04
127,2023-02-06,5.85,0.68,33.47,214.05,206.09,5.43,58.35,wheat,1.64,medium,loess,unconfined,5.73,132.32,37.13,10,73.54,13.45,,,,,,,,,,,,,,,,,,,,1.25,85.91,2.43
128,2024-11-13,6.05,1.11,35.01,125.16,148.33,3.96,34.9,potatoes,3.0,low,peat,confined,9.57,87.72,101.94,24,63.89,13.35,,,,,,,,,,,,,,,,,,,,3.59,84.67,10.95
129,2021-02-22,5.01,0.69,36.77,120.2,105.3,3.44,35.69,potatoes,4.99,low,peat,unconfined,2.75,169.19,67.28,17,84.79,13.96,,,,,,,,,,,,,,,,,,,,2.88,89.5,0.89
130,2024-07-10,5.89,1.55,45.5,120.04,120.83,9.83,27.05,potatoes,4.9,medium,sand,unconfined,5.88,96.29,50.43,16,52.63,24.33,,,,,,,,,,,,,,,,,,,,11.26,53.82,23.59
131,2022-07-19,6.18,0.61,28.38,190.43,24.09,4.48,42.13,sugar beet,1.58,low,loess,confined,1.01,84.07,52.24,33,76.15,8.03,10.65,0.2,75.562,6.7,0.051,9.101,0.5,8.9,5.44,1.454,3.447,0.004,7.803,0.047,1.82,0.05,,0.2,4.0,10.55,61.66,23.11
132,2022-07-19,6.18,0.61,28.38,190.43,24.09,4.48,42.13,sugar beet,1.58,low,loess,confined,1.01,84.07,52.24,33,76.15,8.03,10.0,0.2,125.539,6.7,0.05,3.2,0.5,9.2,5.47,9.369,3.042,0.004,6.849,0.047,2.012,0.05,,0.2,4.0,12.0,52.83,20.1
133,2022-07-19,6.18,0.61,28.38,190.43,24.09,4.48,42.13,sugar beet,1.58,low,loess,confined,1.01,84.07,52.24,33,76.15,8.03,10.0,0.2,8.169,37.411,0.05,17.154,0.5,26.0,7.48,0.928,2.407,0.004,12.499,0.047,0.162,0.05,,0.2,4.0,11.75,59.62,24.71
134,2022-07-19,6.18,0.61,28.38,190.43,24.09,4.48,42.13,sugar beet,1.58,low,loess,confined,1.01,84.07,52.24,33,76.15,8.03,10.0,3.112,4.926,12.351,0.05,8.14,0.5,12.4,6.45,1.073,1.994,0.075,9.075,0.05,0.132,0.05,,0.2,5.296,11.39,56.63,20.13
135,2022-07-19,6.18,0.61,28.38,190.43,24.09,4.48,42.13,sugar beet,1.58,low,loess,confined,1.01,84.07,52.24,33,76.15,8.03,94.166,0.2,43.348,16.839,0.632,23.654,0.5,33.1,5.2,19.965,5.559,1.725,17.525,2.695,15.612,0.05,,0.2,8.963,10.87,54.51,18.69
136,2022-12-25,6.74,1.08,0.0,136.65,58.01,7.78,52.46,wheat,4.15,high,loess,unconfined,2.21,120.77,135.87,51,65.86,7.06,,,,,,,,,,,,,,,,,,,,1.82,94.91,1.16
137,2024-02-15,5.74,1.47,63.86,116.82,126.04,4.71,32.42,wheat,1.58,low,sand,unconfined,7.26,100.0,101.73,14,79.75,27.73,,,,,,,,,,,,,,,,,,,,2.99,90.94,1.12
138,2020-09-15,5.6,1.18,75.89,128.8,106.45,4.0,93.75,sugar beet,2.56,low,sand,unconfined,6.01,168.26,91.92,21,112.42,19.07,40.588,3.24,19.127,26.408,0.05,14.618,0.5,28.6,5.94,1.562,6.355,0.291,12.245,0.358,0.029,0.088,,0.2,4.0,3.33,82.38,12.65
139,2020-09-15,5.6,1.18,75.89,128.8,106.45,4.0,93.75,sugar beet,2.56,low,sand,unconfined,6.01,168.26,91.92,21,112.42,19.07,10.0,8.868,23.381,34.775,0.05,15.173,0.5,35.4,6.24,1.049,8.597,0.319,13.668,0.272,0.029,0.161,,0.2,4.888,3.49,76.46,10.16
140,2020-09-15,5.6,1.18,75.89,128.8,106.45,4.0,93.75,sugar beet,2.56,low,sand,unconfined,6.01,168.26,91.92,21,112.42,19.07,10.809,0.2,42.679,26.956,0.079,18.632,0.5,29.5,5.63,12.559,4.472,0.012,11.172,0.047,14.407,0.05,,0.2,5.681,5.43,76.09,8.68
141,2020-09-15,5.6,1.18,75.89,128.8,106.45,4.0,93.75,sugar beet,2.56,low,sand,unconfined,6.01,168.26,91.92,21,112.42,19.07,190.334,0.2,37.54,18.378,0.419,15.344,0.5,24.7,5.05,8.275,5.776,0.117,11.419,0.047,7.397,0.05,,0.2,27.52,4.21,77.1,8.79
142,2020-09-15,5.6,1.18,75.89,128.8,106.45,4.0,93.75,sugar beet,2.56,low,sand,unconfined,6.01,168.26,91.92,21,112.42,19.07,99.364,0.2,48.324,47.8,1.095,62.994,1.328,60.2,5.16,16.295,16.813,0.283,30.241,0.047,4.515,0.05,,0.2,23.825,3.34,80.61,9.77
143,2020-09-15,5.6,1.18,75.89,128.8,106.45,4.0,93.75,sugar beet,2.56,low,sand,unconfined,6.01,168.26,91.92,21,112.42,19.07,10.0,3.034,67.72,97.622,0.05,74.106,0.5,77.4,6.73,1.474,13.141,0.955,34.196,0.724,0.029,0.309,,0.2,4.0,5.85,76.37,10.74
144,2024-06-20,5.75,1.05,27.75,60.27,111.55,7.83,62.48,maize,0.16,medium,loess,unconfined,9.82,131.2,68.82,55,99.55,2.22,,,,,,,,,,,,,,,,,,,,9.91,51.42,20.13
145,2021-05-07,6.46,0.71,18.67,107.89,101.36,6.58,49.36,maize,4.7,low,peat,unconfined,3.57,120.11,88.32,40,63.18,0.0,,,,,,,,,,,,,,,,,,,,5.6,70.23,14.56
146,2022-03-09,6.16,0.59,37.26,88.02,99.8,4.95,51.7,wheat,3.67,medium,loess,confined,5.31,106.35,98.54,44,86.87,12.65,,,,,,,,,,,,,,,,,,,,8.92,69.51,12.47
147,2023-06-18,5.74,1.23,36.25,136.54,104.12,7.27,22.17,grass,4.33,low,peat,unconfined,9.99,122.9,60.16,33,66.72,10.36,,,,,,,,,,,,,,,,,,,,8.5,69.03,18.34
148,2021-10-31,6.26,1.45,59.91,183.21,57.76,10.04,26.02,sugar beet,2.79,medium,sand,unconfined,0.5,94.17,65.01,16,43.18,13.38,,,,,,,,,,,,,,,,,,,,5.18,75.13,9.86
149,2021-05-27,6.05,0.87,41.09,177.69,90.84,3.54,76.46,potatoes,0.33,medium,loess,unconfined,6.09,81.16,151.91,8,56.97,18.4,10.0,1.138,211.345,101.045,0.05,105.524,0.5,95.0,6.62,13.721,13.872,0.508,72.086,5.406,0.029,1.142,,0.2,4.0,6.4,65.57,10.11
150,2021-05-27,6.05,0.87,41.09,177.69,90.84,3.54,76.46,potatoes,0.33,medium,loess,unconfined,6.09,81.16,151.91,8,56.97,18.4,10.0,10.703,3.067,104.519,0.05,7.522,4.967,60.2,6.58,12.801,4.861,0.044,13.551,0.082,13.463,3.119,,0.2,4.0,8.41,73.46,12.83
151,2021-05-27,6.05,0.87,41.09,177.69,90.84,3.54,76.46,potatoes,0.33,medium,loess,unconfined,6.09,81.16,151.91,8,56.97,18.4,10.0,0.674,107.426,88.336,0.05,20.922,2.596,65.6,7.1,43.414,11.1,0.776,17.927,0.077,0.029,0.05,,0.2,4.0,6.15,74.74,14.6
152,2021-05-27,6.05,0.87,41.09,177.69,90.84,3.54,76.46,potatoes,0.33,medium,loess,unconfined,6.09,81.16,151.91,8,56.97,18.4,177.166,2.546,141.582,28.754,0.153,91.426,7.452,52.4,6.44,4.609,4.842,0.023,72.204,0.243,0.029,0.05,,0.24,4.0,6.0,79.97,13.37
153,2021-05-27,6.05,0.87,41.09,177.69,90.84,3.54,76.46,potatoes,0.33,medium,loess,unconfined,6.09,81.16,151.91,8,56.97,18.4,20.106,5.231,167.882,134.221,0.05,24.969,0.5,77.2,6.56,1.233,5.081,0.948,24.237,1.949,0.029,0.307,,0.2,4.0,6.58,84.26,12.99
154,2021-05-27,6.05,0.87,41.09,177.69,90.84,3.54,76.46,potatoes,0.33,medium,loess,unconfined,6.09,81.16,151.91,8,56.97,18.4,915.156,16.351,196.416,16.777,0.05,40.008,0.5,35.0,5.08,12.539,7.193,0.157,29.128,0.923,0.029,0.053,,0.2,4.0,6.79,67.88,9.75
155,2020-02-29,6.48,0.66,24.15,212.84,50.24,5.94,82.7,grass,2.2,high,clay,confined,9.77,103.45,115.65,44,65.8,10.77,,,,,,,,,,,,,,,,,,,,2.31,85.51,3.07
156,2021-06-05,5.65,0.26,13.63,201.7,75.22,4.18,5.69,maize,1.84,low,sand,unconfined,2.89,76.3,129.19,47,73.82,13.39,,,,,,,,,,,,,,,,,,,,11.63,52.95,20.27
157,2023-03-20,5.84,0.71,57.31,123.57,147.84,3.13,59.41,wheat,2.58,low,clay,confined,0.13,94.46,73.44,2,61.22,21.44,,,,,,,,,,,,,,,,,,,,7.15,75.56,9.64
158,2021-10-25,5.8,0.97,51.99,150.95,92.77,3.08,77.63,maize,1.05,low,clay,unconfined,2.48,82.83,133.0,10,83.16,16.84,,,,,,,,,,,,,,,,,,,,3.25,87.19,9.85
159,2023-07-07,5.27,1.48,61.21,148.37,123.83,8.18,43.17,wheat,2.26,low,sand,confined,4.91,63.97,96.26,17,53.93,23.81,,,,,,,,,,,,,,,,,,,,9.76,59.08,18.59
160,2024-08-23,6.15,1.2,20.64,42.45,104.61,1.35,80.39,sugar beet,0.15,medium,clay,unconfined,1.42,102.79,81.99,58,82.17,2.67,,,,,,,,,,,,,,,,,,,,9.05,69.07,22.02
161,2024-04-09,6.13,1.09,76.77,89.14,84.6,6.02,65.35,wheat,0.75,high,peat,unconfined,5.6,114.71,83.37,27,59.34,12.45,,,,,,,,,,,,,,,,,,,,8.25,83.0,11.59
162,2024-02-07,6.0,0.88,5.13,141.64,59.66,3.35,59.02,grass,4.36,low,sand,confined,7.5,116.65,59.81,14,57.34,11.57,,,,,,,,,,,,,,,,,,,,1.32,93.24,2.24
163,2023-05-29,5.88,0.83,54.19,141.36,84.0,8.54,45.11,grass,1.89,low,sand,unconfined,1.61,159.16,55.26,57,51.52,11.88,,,,,,,,,,,,,,,,,,,,5.25,75.4,10.09
164,2021-03-01,5.29,1.42,1.81,175.62,107.33,4.45,51.84,grass,2.15,low,loess,confined,3.95,123.8,81.66,13,67.03,14.25,,,,,,,,,,,,,,,,,,,,8.98,69.29,8.18
165,2021-07-14,5.79,1.06,24.19,173.18,123.21,4.27,41.05,grass,1.79,low,loess,confined,4.66,93.64,115.35,53,66.75,16.55,10.0,1.143,62.465,99.575,0.05,26.443,0.5,66.4,6.64,1.56,12.954,0.447,16.4,3.391,0.029,0.148,,0.2,4.0,11.26,64.12,22.08
166,2021-07-14,5.79,1.06,24.19,173.18,123.21,4.27,41.05,grass,1.79,low,loess,confined,4.66,93.64,115.35,53,66.75,16.55,10.0,1.195,97.324,59.446,0.05,27.9,0.5,57.8,6.34,2.11,15.425,0.459,18.248,6.504,0.029,0.113,,0.2,4.0,9.89,64.81,23.2
167,2021-07-14,5.79,1.06,24.19,173.18,123.21,4.27,41.05,grass,1.79,low,loess,confined,4.66,93.64,115.35,53,66.75,16.55,10.0,0.351,73.839,103.901,0.05,32.38,0.5,69.7,5.08,1.74,13.317,0.666,18.168,5.582,0.029,0.263,,0.2,4.0,8.54,54.99,23.63
168,2021-07-14,5.79,1.06,24.19,173.18,123.21,4.27,41.05,grass,1.79,low,loess,confined,4.66,93.64,115.35,53,66.75,16.55,344.467,0.477,110.702,6.7,0.05,30.461,7.441,19.1,4.95,12.193,0.917,0.033,23.674,0.073,3.186,0.05,,0.2,4.0,10.24,51.77,20.09
169,2021-07-14,5.79,1.06,24.19,173.18,123.21,4.27,41.05,grass,1.79,low,loess,confined,4.66,93.64,115.35,53,66.75,16.55,16.423,0.2,139.224,9.358,0.167,87.247,1.422,44.0,5.33,10.271,11.29,0.149,52.563,0.119,0.577,0.05,,0.2,6.791,8.09,64.92,18.77
170,2021-07-14,5.79,1.06,24.19,173.18,123.21,4.27,41.05,grass,1.79,low,loess,confined,4.66,93.64,115.35,53,66.75,16.55,69.848,0.988,39.611,46.861,0.05,198.834,0.5,100.7,6.25,2.101,4.145,0.263,154.929,4.208,0.029,0.332,,0.2,9.907,8.35,67.11,21.67
171,2023-08-01,5.83,0.37,71.22,61.47,104.89,8.14,55.93,potatoes,3.1,low,loess,unconfined,6.49,29.1,74.85,28,96.95,20.18,10.0,1.742,135.935,125.457,0.05,258.247,0.5,141.6,6.7,4.559,16.354,0.982,101.008,22.888,0.029,1.505,,0.2,4.0,11.12,69.53,22.99
172,2023-08-01,5.83,0.37,71.22,61.47,104.89,8.14,55.93,potatoes,3.1,low,loess,unconfined,6.49,29.1,74.85,28,96.95,20.18,10.0,1.784,137.321,122.986,0.05,259.026,0.5,140.9,6.72,4.526,16.247,0.974,101.716,22.18,0.029,1.446,,0.2,4.0,10.8,52.01,20.4
173,2023-08-01,5.83,0.37,71.22,61.47,104.89,8.14,55.93,potatoes,3.1,low,loess,unconfined,6.49,29.1,74.85,28,96.95,20.18,10.0,0.355,178.964,122.8,0.05,288.692,0.5,138.5,6.82,4.53,13.102,0.83,119.211,12.121,0.029,0.624,,0.2,4.0,8.15,52.21,22.21
174,2023-08-01,5.83,0.37,71.22,61.47,104.89,8.14,55.93,potatoes,3.1,low,loess,unconfined,6.49,29.1,74.85,28,96.95,20.18,1307.994,0.2,59.753,18.458,0.159,26.414,0.5,23.9,4.76,2.479,1.729,0.026,17.916,0.047,4.951,0.05,,0.2,4.0,10.94,68.64,20.9
175,2023-08-01,5.83,0.37,71.22,61.47,104.89,8.14,55.93,potatoes,3.1,low,loess,unconfined,6.49,29.1,74.85,28,96.95,20.18,10.0,0.2,118.558,144.1,0.05,36.083,0.5,89.4,6.93,0.53,17.718,0.756,27.924,0.776,0.029,0.671,,0.2,4.0,9.86,55.7,23.63
176,2023-08-01,5.83,0.37,71.22,61.47,104.89,8.14,55.93,potatoes,3.1,low,loess,unconfined,6.49,29.1,74.85,28,96.95,20.18,10.0,0.2,180.118,133.984,0.05,41.443,0.5,83.9,7.0,0.966,18.171,0.694,28.278,0.672,0.029,0.636,,0.2,4.0,11.7,51.68,22.41
177,2023-08-01,5.83,0.37,71.22,61.47,104.89,8.14,55.93,potatoes,3.1,low,loess,unconfined,6.49,29.1,74.85,28,96.95,20.18,10.0,1.9,18.425,18.884,0.05,12.057,0.5,20.1,6.73,0.824,3.947,0.256,12.158,0.054,0.029,0.22,,0.2,4.0,8.9,64.89,20.57
178,2023-08-01,5.83,0.37,71.22,61.47,104.89,8.14,55.93,potatoes,3.1,low,loess,unconfined,6.49,29.1,74.85,28,96.95,20.18,10.0,2.08,17.984,17.854,0.05,12.052,0.5,20.0,6.63,0.779,3.776,0.248,12.093,0.054,0.029,0.224,,0.2,4.0,10.53,56.25,19.54
179,2022-01-07,5.6,0.8,56.63,175.93,125.98,6.75,55.06,maize,0.02,medium,clay,confined,6.6,80.26,49.17,33,67.6,24.21,,,,,,,,,,,,,,,,,,,,2.53,91.67,3.64
180,2023-07-01,5.92,0.74,29.08,158.93,39.19,6.11,41.31,sugar beet,4.74,low,sand,unconfined,5.45,124.09,87.22,27,101.72,16.85,,,,,,,,,,,,,,,,,,,,9.57,59.86,21.09
181,2023-04-02,6.2,0.84,29.62,181.17,134.67,6.61,11.06,sugar beet,2.77,low,loess,unconfined,0.51,74.33,83.95,58,65.18,11.63,,,,,,,,,,,,,,,,,,,,6.52,82.17,13.28
182,2020-10-12,6.94,1.17,42.01,203.34,54.87,2.83,46.1,sugar beet,1.9,low,clay,unconfined,5.13,58.28,84.66,11,71.92,22.67,10.0,3.577,69.67,27.184,0.05,38.552,0.5,57.5,6.41,34.762,10.035,0.936,46.834,0.349,0.029,0.05,,0.2,4.0,5.11,87.0,9.2
183,2020-10-12,6.94,1.17,42.01,203.34,54.87,2.83,46.1,sugar beet,1.9,low,clay,unconfined,5.13,58.28,84.66,11,71.92,22.67,10.0,0.211,162.227,50.51,0.05,41.35,0.5,62.8,5.88,16.559,9.502,0.439,36.643,1.526,0.029,0.102,,0.2,4.0,4.31,87.04,10.33
184,2020-10-12,6.94,1.17,42.01,203.34,54.87,2.83,46.1,sugar beet,1.9,low,clay,unconfined,5.13,58.28,84.66,11,71.92,22.67,10.0,73.084,155.768,68.772,0.05,45.817,0.5,69.6,6.51,27.794,16.29,0.382,24.217,0.712,0.029,0.169,,0.2,4.0,5.73,77.69,12.47
185,2020-10-12,6.94,1.17,42.01,203.34,54.87,2.83,46.1,sugar beet,1.9,low,clay,unconfined,5.13,58.28,84.66,11,71.92,22.67,10.0,0.2,45.574,79.917,0.05,50.702,0.5,63.5,6.82,2.349,7.099,0.532,26.509,0.511,0.029,0.168,,0.2,4.0,3.7,89.38,8.82
186,2020-10-12,6.94,1.17,42.01,203.34,54.87,2.83,46.1,sugar beet,1.9,low,clay,unconfined,5.13,58.28,84.66,11,71.92,22.67,1106.506,3.596,48.649,6.7,0.05,8.04,0.5,10.3,4.77,1.884,1.104,0.068,5.439,0.047,0.029,0.05,,0.2,132.006,3.55,77.91,11.69
187,2020-10-12,6.94,1.17,42.01,203.34,54.87,2.83,46.1,sugar beet,1.9,low,clay,unconfined,5.13,58.28,84.66,11,71.92,22.67,21.405,2.285,36.32,10.9,0.05,15.649,0.5,19.6,5.18,2.09,4.237,0.104,9.555,0.054,0.029,0.05,,0.2,4.0,3.44,80.33,12.04
188,2020-10-12,6.94,1.17,42.01,203.34,54.87,2.83,46.1,sugar beet,1.9,low,clay,unconfined,5.13,58.28,84.66,11,71.92,22.67,10.0,0.404,58.663,111.381,0.05,51.207,0.5,77.1,6.92,1.566,9.046,0.168,25.914,0.469,0.029,0.126,,0.2,4.0,3.72,84.38,10.41
189,2020-10-12,6.94,1.17,42.01,203.34,54.87,2.83,46.1,sugar beet,1.9,low,clay,unconfined,5.13,58.28,84.66,11,71.92,22.67,10.0,0.557,51.608,122.595,0.05,52.266,0.5,81.6,7.07,1.569,10.072,0.145,19.536,0.474,0.029,0.089,,0.2,4.0,3.28,80.97,8.85
190,2023-03-22,6.09,0.97,50.28,142.86,139.34,6.48,29.64,maize,4.32,low,peat,confined,0.42,118.2,55.55,1,54.93,13.65,266.578,17.714,197.16,34.309,0.309,56.006,1.541,47.0,5.16,31.518,6.739,0.087,20.427,0.361,4.792,0.05,,0.2,79.685,5.09,67.65,14.4
191,2023-03-22,6.09,0.97,50.28,142.86,139.34,6.48,29.64,maize,4.32,low,peat,confined,0.42,118.2,55.55,1,54.93,13.65,462.421,0.545,36.839,6.7,0.219,12.381,2.869,10.0,5.15,0.825,0.75,0.017,13.388,0.047,0.443,0.05,,0.231,167.714,7.37,84.68,11.56
192,2023-07-27,6.13,0.98,65.03,212.28,120.1,4.6,27.58,wheat,2.48,medium,loess,unconfined,8.48,78.35,72.66,12,66.63,22.31,10.0,0.2,255.733,120.703,0.05,585.275,0.5,296.0,6.82,16.356,46.943,0.558,402.958,24.258,0.029,3.604,,0.2,4.0,9.82,64.45,19.09
193,2023-07-27,6.13,0.98,65.03,212.28,120.1,4.6,27.58,wheat,2.48,medium,loess,unconfined,8.48,78.35,72.66,12,66.63,22.31,10.0,0.2,543.254,207.419,0.05,1829.517,0.5,599.0,7.02,26.489,113.176,0.701,921.637,21.581,0.029,3.38,,0.2,4.0,9.54,54.84,22.64
194,2023-07-27,6.13,0.98,65.03,212.28,120.1,4.6,27.58,wheat,2.48,medium,loess,unconfined,8.48,78.35,72.66,12,66.63,22.31,10.0,1.425,490.084,131.746,0.05,66.431,0.5,116.0,6.6,2.505,14.563,1.015,45.266,32.136,0.029,3.232,,0.2,12.759,11.51,66.42,21.28
