date;pH;electrical_conductivity_dS_m;nitrate_input_mg_L;fertilizer_kg_ha;manure_kg_ha;ammonium_mg_L;chloride_mg_L;crop_type;livestock_density_LU_ha;urbanization;soil_type;aquifer_type;permeability_m_day;groundwater_level_cm;precipitation_mm;drought_days;evaporation_mm;nitrate_groundwater_mg_L
17-8-2024;5.46;1.22;57.96;190.79;34.35;3.74;36.64;potatoes;2.23;low;sand;unconfined;5.56;79.31;100.94;30;78.91;10.58
21-4-2024;6.24;1.19;54.91;185.79;82.26;7.5;41.95;sugar beet;3.91;low;sand;unconfined;5.92;122.69;95.39;51;77.63;13.74
22-6-2023;5.89;0.81;43.1;149.71;67.13;3.47;59.76;maize;0.58;low;clay;unconfined;1.01;70.5;90.97;29;53.05;12.5
1-12-2024;6.36;1.87;55.34;201.31;68.84;3.85;27.99;potatoes;3.12;high;peat;confined;7.26;92.47;43.53;17;79.56;19.46
12-8-2024;6.24;0.62;54.27;189.67;67.08;7.72;63.31;potatoes;2.1;medium;loess;unconfined;1.75;101.15;90.66;47;50.93;11.13
21-11-2020;5.96;0.68;55.75;141.88;102.73;7.33;47.98;sugar beet;1.25;low;clay;confined;7.53;59.74;65.79;29;72.64;9.98
8-11-2020;5.58;1.07;22.81;73.31;120.93;8.18;71.29;sugar beet;4.46;medium;clay;unconfined;1.84;82.27;85.4;43;88.05;5.56
21-6-2020;5.24;1.64;18.06;191.49;113.93;1.18;41.45;sugar beet;2.39;medium;loess;unconfined;3.16;87.18;43.45;29;79.32;19.16
4-3-2021;5.78;0.75;32.23;158.48;107.43;5.4;86.28;wheat;4.94;low;clay;unconfined;3.38;62.35;100.33;33;76.5;8.83
25-9-2022;6.43;0.92;39.65;151.11;124.87;5.18;58.21;grass;3.18;low;peat;confined;8.75;92.44;74.34;57;48.42;19.59
13-4-2023;6.11;1.32;35.16;126.7;195.21;3.88;60.41;sugar beet;1.65;medium;sand;confined;1.82;112.2;33.0;40;69.57;1.68
5-3-2023;5.38;0.99;2.47;187.23;105.44;5.65;36.15;maize;1.5;low;sand;unconfined;6.46;53.26;70.0;46;43.35;11.67
15-7-2021;6.09;0.9;74.43;167.42;140.85;4.36;55.07;wheat;3.47;medium;peat;unconfined;4.23;73.88;80.85;11;68.65;7.42
12-11-2022;6.19;1.17;34.52;138.16;138.57;5.32;39.02;grass;1.74;medium;loess;unconfined;2.71;83.61;76.77;47;53.19;13.29
16-9-2024;5.56;1.08;43.45;88.73;171.11;11.8;19.19;wheat;2.89;low;peat;unconfined;0.6;72.78;131.52;15;97.47;16.31
23-12-2021;6.08;1.31;64.89;203.4;122.42;5.63;46.09;sugar beet;2.83;medium;loess;unconfined;7.64;64.72;81.42;35;55.32;18.95
24-12-2024;6.03;1.39;0.0;180.25;66.23;5.72;73.26;potatoes;0.08;low;loess;unconfined;1.84;64.86;117.35;58;90.29;12.49
19-10-2021;5.43;1.09;29.77;162.77;112.2;6.64;48.72;potatoes;3.46;medium;sand;confined;9.81;95.97;91.58;49;90.65;11.51
8-11-2023;6.18;1.09;32.26;17.16;110.05;5.36;44.12;wheat;2.84;medium;clay;unconfined;4.55;94.57;100.21;24;33.46;9.55
28-10-2022;6.28;1.06;33.27;148.11;132.61;2.8;43.85;grass;4.05;medium;loess;confined;1.66;79.14;68.94;52;89.43;17.02
14-12-2021;6.54;1.15;36.53;137.94;65.06;1.71;94.83;grass;4.7;medium;loess;unconfined;0.73;138.92;86.38;23;74.31;9.65
27-5-2024;6.53;1.02;68.94;119.08;150.65;4.94;62.17;maize;2.44;low;clay;unconfined;5.7;108.69;77.94;42;51.32;21.78
4-3-2024;5.31;1.0;53.47;187.71;100.21;4.46;18.2;sugar beet;3.88;medium;loess;unconfined;3.77;157.81;104.65;18;67.42;17.95
25-8-2020;5.53;1.36;59.16;185.74;133.58;1.07;39.14;potatoes;2.34;medium;loess;unconfined;5.63;99.15;42.68;20;60.63;19.03
16-11-2020;6.26;1.45;40.94;171.84;112.39;8.26;41.98;grass;1.46;high;sand;unconfined;8.3;112.22;93.65;30;55.0;17.59
13-5-2021;6.26;0.55;12.01;201.89;104.9;5.21;35.58;maize;4.5;medium;sand;confined;7.14;125.09;70.05;40;81.61;16.58
23-1-2024;6.26;1.0;0.0;98.89;109.35;7.88;51.29;wheat;3.08;medium;peat;unconfined;8.29;114.48;60.1;53;61.17;8.65
14-2-2021;7.93;0.79;9.41;127.32;126.88;0.54;38.52;maize;0.3;low;loess;confined;1.91;67.15;93.15;28;80.38;14.06
16-10-2023;6.29;0.91;47.2;153.74;178.35;7.92;39.74;potatoes;4.67;low;peat;unconfined;5.62;129.82;32.86;29;69.12;24.91
18-10-2021;6.57;1.12;40.64;118.9;19.3;4.03;53.07;sugar beet;2.09;low;sand;unconfined;9.01;103.61;132.97;23;67.78;8.66
22-5-2020;6.48;1.2;35.8;186.36;121.6;7.52;19.19;maize;3.34;medium;loess;unconfined;0.23;66.56;98.98;37;47.51;11.22
8-2-2024;6.33;0.97;32.63;123.89;101.76;5.43;6.98;wheat;4.8;low;clay;unconfined;4.02;114.19;102.53;52;61.64;18.22
15-9-2020;5.84;0.43;80.23;214.92;92.92;5.91;74.86;maize;2.67;medium;sand;confined;1.34;124.4;107.72;3;37.04;19.58
19-3-2024;6.38;0.71;23.54;103.44;5.47;5.91;66.74;wheat;2.99;low;sand;unconfined;8.07;131.01;105.85;2;102.9;12.3
1-9-2023;5.61;1.27;58.56;256.6;123.21;4.15;57.38;maize;0.94;high;loess;unconfined;1.56;85.64;86.04;48;58.43;30.11
14-5-2020;5.88;0.18;40.04;251.46;95.0;3.71;56.09;potatoes;3.89;low;loess;unconfined;8.48;109.24;88.74;50;43.82;23.95
30-6-2021;5.76;1.36;38.78;145.26;66.62;4.28;46.21;grass;2.61;low;clay;confined;7.86;108.03;104.8;58;73.01;12.56
20-11-2020;6.04;1.16;63.53;207.31;101.7;2.06;110.32;sugar beet;2.43;medium;loess;confined;7.54;125.08;83.74;56;71.28;17.13
31-8-2023;7.16;1.39;69.25;129.98;88.29;4.04;53.86;wheat;0.89;low;loess;unconfined;5.98;88.18;101.67;26;67.42;22.99
13-12-2020;5.07;0.94;35.21;200.66;30.3;3.61;102.16;potatoes;2.21;medium;peat;confined;7.19;94.09;71.44;57;85.17;18.96
11-11-2023;6.34;0.38;55.98;141.2;103.53;2.01;91.26;wheat;4.74;low;sand;confined;6.12;121.73;109.73;35;73.74;13.56
26-5-2022;5.19;1.13;47.28;85.73;123.2;5.92;59.23;grass;1.94;low;peat;unconfined;1.78;136.25;90.37;51;72.59;22.45
12-4-2022;5.76;1.38;40.15;-26.64;78.03;5.02;45.8;wheat;1.11;low;clay;unconfined;3.24;85.92;53.84;10;77.83;0.0
12-11-2023;6.54;1.28;44.09;136.56;110.47;5.49;50.32;grass;2.99;low;loess;confined;3.35;160.91;105.02;47;65.61;11.92
7-10-2024;6.03;0.8;26.24;163.95;104.32;6.39;41.98;grass;2.54;high;peat;unconfined;4.28;142.23;36.16;10;46.41;17.8
4-2-2021;5.46;1.03;33.88;216.52;141.82;4.52;59.22;wheat;2.4;high;peat;unconfined;6.02;109.18;88.89;9;74.16;15.93
20-3-2023;5.64;0.84;28.39;151.83;95.85;3.12;63.48;potatoes;0.82;low;loess;confined;1.56;119.7;136.54;32;69.99;10.37
18-2-2024;6.34;0.75;58.03;200.15;132.04;5.61;25.52;maize;4.54;low;clay;unconfined;9.53;131.67;61.06;53;82.1;22.8
27-12-2021;5.63;1.29;38.1;127.3;87.47;-0.84;102.29;potatoes;3.04;low;loess;unconfined;0.94;54.07;83.83;21;73.54;8.45
29-1-2024;6.11;0.64;14.05;133.14;178.69;4.78;34.38;potatoes;3.11;medium;clay;unconfined;5.2;53.78;42.47;53;62.13;14.79
6-2-2022;6.02;0.73;25.53;202.7;82.53;6.53;-3.73;potatoes;0.59;low;sand;unconfined;0.48;142.54;60.2;47;74.44;9.5
27-2-2020;5.67;0.67;0.0;26.77;72.6;7.09;48.36;wheat;2.28;low;sand;unconfined;2.88;63.69;67.84;7;76.46;2.05
5-3-2023;7.07;0.55;30.11;150.65;95.98;3.94;27.03;maize;2.92;medium;peat;unconfined;5.51;151.46;53.68;24;83.07;13.82
2-8-2020;6.32;1.04;40.75;130.0;70.88;0.52;48.93;maize;4.62;low;clay;confined;6.48;61.64;64.45;55;98.43;15.01
2-11-2024;4.99;1.35;37.28;218.03;50.05;-0.27;51.42;grass;2.9;high;sand;unconfined;4.51;105.97;51.01;7;50.36;10.02
2-2-2023;6.09;0.94;79.6;123.59;129.1;6.28;58.91;maize;4.79;medium;clay;confined;6.37;138.28;51.64;44;82.33;13.45
27-7-2020;5.67;0.55;51.5;175.83;-22.51;4.29;70.12;potatoes;3.46;high;sand;confined;5.39;86.5;105.57;24;49.97;13.77
26-6-2023;6.43;1.25;50.61;196.08;71.3;9.03;29.85;wheat;0.78;low;loess;confined;2.29;97.18;108.66;51;65.57;15.09
13-10-2024;5.6;1.51;7.13;75.37;46.33;2.18;42.73;maize;0.33;low;clay;unconfined;3.41;145.31;34.28;23;60.61;13.66
19-12-2021;5.94;0.81;32.71;143.03;105.69;5.68;63.57;grass;2.74;high;loess;unconfined;0.21;54.89;64.32;44;60.5;18.84
20-10-2023;6.25;0.86;30.27;128.42;12.44;8.32;36.85;maize;4.72;low;sand;unconfined;0.27;88.23;127.17;54;67.26;11.47
23-1-2023;6.43;1.15;24.28;197.31;121.91;5.41;12.45;wheat;1.6;high;clay;unconfined;4.01;120.61;75.48;36;90.99;13.33
29-10-2021;5.4;1.49;24.0;183.75;126.24;1.82;62.39;potatoes;4.42;high;peat;unconfined;4.58;61.63;105.68;17;36.33;18.11
16-4-2020;5.83;0.84;3.84;138.34;34.7;10.55;38.69;maize;0.73;medium;peat;confined;8.37;50.63;74.05;24;57.96;12.85
18-8-2022;5.76;0.6;14.48;97.63;107.62;8.16;37.36;wheat;3.71;low;sand;confined;0.4;120.96;109.63;35;69.02;10.92
23-4-2022;5.67;1.19;57.48;201.91;120.64;4.55;52.4;grass;2.08;low;loess;confined;1.57;129.24;112.58;24;66.88;19.24
22-11-2020;6.88;1.24;37.14;146.62;137.61;6.64;50.08;potatoes;0.06;medium;peat;unconfined;4.47;91.23;92.3;11;28.37;20.48
20-5-2022;6.2;1.0;29.87;69.08;41.24;6.66;69.94;grass;1.45;low;peat;unconfined;2.02;82.15;85.88;5;72.21;5.73
31-5-2024;5.37;0.83;39.89;73.38;35.62;6.28;25.02;sugar beet;2.0;low;loess;unconfined;8.19;108.59;66.16;50;53.51;6.17
6-9-2021;6.46;1.3;63.35;171.88;160.11;2.24;95.24;grass;2.19;low;sand;unconfined;7.13;115.33;23.9;52;77.69;22.49
3-4-2022;7.06;1.16;40.08;86.21;67.12;5.65;21.72;grass;0.86;low;peat;unconfined;9.59;113.16;74.66;0;71.89;10.88
5-1-2023;6.52;0.77;50.81;242.98;78.9;7.92;42.25;maize;3.08;low;clay;unconfined;2.12;132.06;69.82;23;80.33;21.99
10-12-2023;5.24;1.01;23.07;103.15;125.32;6.01;32.63;maize;4.23;medium;peat;confined;3.55;116.46;48.3;45;76.77;5.07
26-12-2021;5.76;0.59;27.63;149.98;53.23;5.79;51.11;grass;3.44;low;loess;confined;3.39;121.82;71.11;22;59.98;10.12
14-12-2021;6.63;1.21;47.08;157.96;89.37;3.93;50.38;wheat;4.0;low;loess;confined;4.51;95.38;77.61;27;78.57;17.19
30-11-2023;5.65;0.92;77.85;113.53;135.67;3.19;53.33;sugar beet;1.74;medium;sand;confined;1.22;148.17;97.57;38;89.41;20.25
22-8-2020;6.22;0.87;68.6;38.01;43.16;1.85;55.23;maize;4.22;low;loess;unconfined;7.48;151.92;95.14;3;78.33;15.69
5-3-2022;6.39;0.99;51.66;159.54;80.0;6.51;76.13;potatoes;0.03;low;sand;unconfined;0.51;127.9;70.49;2;61.43;17.67
10-4-2021;5.54;1.01;43.03;112.34;54.93;4.56;53.13;wheat;4.14;low;clay;unconfined;6.74;67.28;126.09;39;49.54;14.77
27-4-2021;5.97;1.27;68.02;155.83;69.04;2.32;77.77;maize;0.14;high;sand;confined;5.22;72.24;107.7;37;37.72;10.19
11-4-2024;4.38;1.18;55.89;143.88;147.43;6.95;14.99;potatoes;3.23;low;clay;unconfined;8.52;158.15;104.16;50;51.3;12.44
2-7-2023;5.49;0.95;0.0;163.16;156.2;3.83;6.31;potatoes;1.03;medium;loess;confined;3.08;93.25;50.02;56;96.93;16.73
30-3-2023;5.87;1.23;18.92;228.09;110.31;3.28;52.54;grass;2.47;low;peat;unconfined;3.79;108.57;89.91;4;58.14;19.9
12-9-2020;5.38;1.12;46.76;122.69;121.29;4.01;56.54;sugar beet;2.02;high;loess;confined;2.86;170.39;106.09;18;79.3;7.02
2-8-2024;6.82;0.87;4.26;126.56;120.19;4.61;39.32;maize;4.79;medium;peat;confined;2.51;122.12;57.86;7;56.52;6.85
21-9-2023;5.28;0.96;22.05;66.71;73.11;5.92;49.8;grass;1.62;low;clay;unconfined;5.27;105.48;106.2;2;64.5;13.95
18-12-2023;5.78;0.96;26.0;140.24;109.53;3.25;71.51;grass;3.32;medium;peat;unconfined;3.69;95.43;61.75;27;52.33;16.44
7-9-2021;6.07;1.15;34.88;170.49;48.19;7.02;63.41;sugar beet;2.59;low;peat;unconfined;6.36;66.26;60.19;32;68.75;12.31
14-11-2021;6.72;0.89;34.25;125.83;61.66;5.97;43.4;wheat;1.89;low;sand;confined;8.53;99.26;77.83;44;75.2;13.32
31-3-2024;5.28;0.88;34.22;170.82;96.53;3.97;53.96;grass;3.26;high;loess;unconfined;4.28;78.21;97.58;25;55.48;15.36
4-3-2022;6.58;1.59;56.51;141.12;57.56;4.68;65.18;wheat;0.7;low;peat;unconfined;2.97;104.25;70.56;22;68.3;11.86
19-9-2021;6.01;1.28;34.7;84.89;49.09;4.15;25.41;sugar beet;3.66;medium;peat;unconfined;4.83;108.44;29.31;31;86.73;5.72
22-6-2020;5.51;0.77;32.31;165.6;71.52;5.13;33.9;grass;2.93;low;peat;confined;7.37;93.97;117.87;5;89.51;21.84
10-7-2021;6.23;1.17;13.02;139.71;145.85;8.04;68.47;maize;3.85;low;loess;unconfined;6.57;100.05;60.35;17;88.95;9.86
3-5-2021;6.1;1.04;60.49;156.14;162.29;4.13;15.41;wheat;3.77;low;sand;confined;1.24;124.97;66.64;49;77.38;19.43
6-2-2024;5.7;1.12;26.57;121.65;98.7;5.38;28.19;sugar beet;2.38;low;loess;unconfined;2.14;101.05;76.01;53;101.88;2.51
21-4-2021;6.03;1.04;18.26;117.23;123.29;3.6;25.73;potatoes;2.09;medium;loess;unconfined;3.43;64.54;53.67;49;72.58;23.39
8-5-2020;5.81;1.36;44.26;157.87;77.46;6.06;68.36;grass;4.28;low;sand;confined;6.03;104.61;99.53;19;76.31;24.76
28-6-2021;6.06;1.1;24.66;138.47;17.37;5.55;28.3;grass;4.56;low;peat;unconfined;7.01;83.41;98.79;17;54.0;5.39
10-8-2020;6.33;0.98;29.48;236.21;64.26;7.66;65.84;grass;2.1;low;loess;unconfined;7.24;145.31;88.17;15;85.61;22.29
22-7-2021;6.79;1.31;45.17;189.94;87.67;3.34;42.93;maize;4.65;low;loess;unconfined;9.82;99.82;103.27;16;82.64;22.31
26-7-2023;5.38;1.07;33.47;177.25;105.64;6.38;85.57;maize;4.61;medium;loess;confined;0.82;122.84;104.94;45;83.75;13.3
30-9-2023;7.07;1.04;86.23;141.13;95.96;7.53;52.57;potatoes;0.65;low;sand;confined;3.67;68.44;108.48;26;35.25;21.98
15-2-2022;5.02;1.09;38.5;48.7;88.73;4.12;71.34;grass;2.32;low;sand;unconfined;2.74;91.95;97.35;20;60.09;2.92
2-12-2023;5.92;0.97;52.36;109.62;77.01;4.75;59.21;sugar beet;4.03;high;clay;confined;0.35;122.11;47.37;27;84.91;13.7
3-1-2024;6.29;1.0;1.17;117.64;113.75;5.38;40.98;maize;0.75;low;peat;confined;9.97;70.96;78.61;4;57.69;11.93
19-1-2021;6.14;0.82;22.79;136.25;45.44;4.53;49.75;maize;1.2;low;sand;confined;4.57;134.7;101.37;1;77.76;11.68
18-9-2021;5.69;0.77;18.26;148.33;132.08;5.35;50.17;potatoes;2.77;high;peat;unconfined;4.35;54.37;49.05;28;67.77;14.23
28-7-2023;5.9;0.7;20.91;182.8;76.55;6.35;40.76;sugar beet;0.61;low;clay;unconfined;5.37;80.92;66.91;19;81.47;11.25
13-2-2022;5.75;0.58;48.31;163.66;182.68;4.77;67.76;wheat;1.68;low;clay;unconfined;7.3;101.4;64.79;39;97.14;19.72
20-12-2023;5.71;0.74;60.71;207.96;87.39;4.76;100.21;maize;2.57;high;sand;unconfined;9.17;82.1;82.84;6;54.52;22.65
22-2-2021;6.42;0.95;46.89;134.4;80.79;5.53;52.32;sugar beet;3.96;high;loess;unconfined;6.73;114.93;116.36;4;80.23;6.99
11-2-2020;6.18;1.03;35.47;162.86;77.49;4.2;64.33;wheat;0.79;medium;clay;confined;8.51;102.59;81.89;48;73.35;13.95
9-3-2022;5.65;0.92;27.38;167.19;81.19;4.3;60.58;maize;3.61;medium;clay;unconfined;0.42;56.94;65.06;8;62.57;18.21
24-6-2022;6.45;0.29;62.27;162.29;124.29;3.2;-2.2;maize;4.74;high;clay;unconfined;2.1;104.62;55.62;54;81.92;29.57
16-5-2020;6.15;1.47;81.43;214.09;98.31;4.92;59.83;sugar beet;1.04;low;clay;unconfined;4.89;53.62;51.74;10;75.7;33.6
9-8-2024;6.41;1.33;42.7;190.19;139.48;5.9;58.83;maize;1.14;medium;clay;unconfined;8.46;115.44;69.92;3;63.81;15.21
29-11-2021;6.31;1.13;58.79;84.03;118.58;4.46;25.03;wheat;3.92;low;sand;unconfined;5.09;73.79;69.58;21;72.4;15.62
24-1-2020;5.59;1.57;46.87;144.28;101.26;3.45;14.23;maize;0.67;medium;loess;unconfined;4.23;61.57;25.15;28;55.98;16.42
21-7-2024;5.72;0.71;55.11;149.3;114.92;4.81;58.54;grass;2.35;medium;clay;unconfined;4.28;97.89;146.23;8;86.61;6.15
12-2-2023;6.37;1.57;16.71;257.58;147.85;5.79;82.91;wheat;2.07;low;loess;confined;0.15;76.14;40.22;30;60.77;15.74
5-2-2022;6.31;0.71;30.24;133.51;126.27;5.26;42.61;sugar beet;2.56;low;clay;confined;2.25;125.21;79.18;45;55.68;6.29
28-1-2022;5.99;1.07;47.91;100.88;111.22;9.46;43.37;sugar beet;2.6;low;sand;unconfined;0.16;100.97;119.44;56;89.69;11.92
10-8-2021;6.06;0.62;64.25;171.92;116.91;3.69;96.17;maize;2.79;low;loess;confined;8.36;84.67;98.66;16;45.24;19.21
15-2-2022;6.64;1.0;23.64;174.85;53.89;4.7;67.92;wheat;4.09;low;sand;unconfined;7.79;70.46;75.12;42;75.87;10.99
21-7-2023;5.7;1.12;0.0;146.31;202.87;6.56;25.71;sugar beet;2.14;high;peat;confined;0.56;73.94;85.95;4;79.91;12.88
8-12-2023;6.27;0.95;30.03;138.99;121.13;3.61;35.74;grass;1.08;low;peat;unconfined;0.42;63.63;70.78;11;60.41;10.65
2-7-2021;5.9;1.21;60.2;197.45;125.12;8.86;93.59;potatoes;3.93;medium;loess;unconfined;5.98;120.53;96.2;25;65.09;20.97
8-11-2022;5.89;1.03;8.32;107.32;98.85;5.01;36.74;grass;4.9;low;sand;confined;7.32;142.46;59.81;34;65.55;8.57
25-4-2021;6.55;0.84;16.46;132.95;8.1;6.12;39.34;grass;0.63;high;loess;unconfined;0.8;73.95;41.29;7;71.18;3.03
26-11-2021;6.41;0.83;43.12;123.89;89.39;5.04;63.41;wheat;1.3;high;peat;unconfined;0.49;163.45;146.98;14;69.13;25.68
26-3-2023;6.41;1.24;37.68;204.69;103.04;7.04;44.73;maize;4.89;low;sand;unconfined;1.31;98.57;78.15;27;62.18;18.73
7-4-2023;6.65;0.8;51.89;164.27;67.09;2.87;58.87;sugar beet;1.11;low;loess;unconfined;8.6;90.26;95.04;19;57.35;19.74
9-9-2020;6.01;1.27;15.43;96.75;66.74;8.14;55.76;maize;2.11;low;loess;unconfined;3.89;100.48;90.39;45;89.53;4.39
25-12-2020;6.34;1.37;33.5;101.77;86.43;5.46;47.1;wheat;0.42;low;clay;unconfined;2.82;140.7;102.54;11;82.11;8.77
15-2-2021;5.84;0.5;63.9;243.67;130.86;6.32;74.19;wheat;1.53;low;sand;confined;2.09;77.35;103.04;3;62.24;21.31
18-2-2024;6.16;1.34;16.14;204.16;150.23;3.52;24.49;sugar beet;1.3;low;loess;unconfined;6.68;83.58;51.44;25;50.91;21.77
30-11-2021;5.93;1.62;69.54;192.08;106.84;5.67;52.35;grass;4.79;low;sand;unconfined;8.88;35.41;82.75;0;99.78;16.16
2-9-2020;6.05;1.08;18.65;150.61;77.3;3.06;38.4;wheat;0.7;low;peat;unconfined;8.28;84.16;140.28;50;90.29;8.46
7-12-2024;6.3;1.18;56.99;225.42;85.5;7.35;82.84;sugar beet;1.55;low;loess;unconfined;0.85;79.75;34.64;0;62.66;12.95
8-9-2020;5.59;1.31;32.54;94.83;103.98;2.42;46.51;grass;0.4;low;loess;unconfined;2.18;101.06;54.32;25;98.3;16.44
27-9-2023;7.05;0.92;17.1;187.65;108.72;5.31;88.45;potatoes;3.36;high;peat;unconfined;7.0;85.37;118.39;39;53.45;6.44
19-5-2024;5.5;1.05;30.06;127.84;117.4;4.22;41.56;potatoes;4.93;low;loess;confined;8.05;69.29;80.32;25;51.5;1.84
25-4-2020;5.39;0.61;50.9;137.56;82.43;1.87;52.18;wheat;0.77;low;clay;unconfined;2.59;106.81;28.12;6;93.94;16.35
3-3-2023;6.58;1.04;39.86;186.29;121.17;3.13;71.76;sugar beet;3.14;low;loess;unconfined;3.61;86.13;92.86;15;64.51;12.88
13-7-2021;6.4;1.15;62.37;142.82;118.01;5.9;30.89;potatoes;0.77;medium;peat;confined;9.7;38.0;31.46;54;76.74;19.27
22-5-2023;6.31;1.15;68.71;128.27;84.2;3.21;80.18;maize;1.13;low;sand;confined;5.88;98.69;113.16;54;62.43;16.35
10-12-2023;6.31;1.32;16.34;125.24;31.22;3.66;50.52;maize;2.71;low;clay;confined;8.98;107.21;73.66;1;75.38;2.85
28-6-2023;5.99;0.77;14.87;50.68;64.6;5.75;58.23;sugar beet;4.75;low;loess;unconfined;4.02;109.68;122.76;38;66.2;2.95
13-2-2021;5.55;0.84;13.9;188.16;162.7;6.83;60.92;maize;2.38;medium;loess;unconfined;2.3;44.29;82.21;28;83.8;11.67
23-8-2022;6.04;1.57;22.02;99.67;32.26;6.32;48.48;wheat;2.25;low;loess;unconfined;8.81;97.67;132.47;46;75.65;4.2
28-7-2022;5.66;0.95;62.08;242.92;152.7;4.91;33.8;potatoes;0.68;low;clay;unconfined;0.27;166.13;85.77;17;68.02;14.93
28-4-2022;6.49;1.06;51.21;135.62;30.86;5.44;51.88;potatoes;2.82;low;loess;unconfined;8.14;155.96;66.13;4;75.9;11.0
17-8-2020;5.93;0.98;29.1;215.47;69.07;5.24;9.77;sugar beet;2.31;medium;sand;unconfined;6.5;50.58;82.46;16;90.07;18.78
17-5-2021;5.59;0.75;39.78;59.55;85.01;2.93;23.79;grass;1.67;low;clay;unconfined;3.91;42.17;79.35;21;83.76;20.64
24-4-2020;5.84;1.49;68.09;186.57;171.29;5.56;47.2;potatoes;3.65;low;loess;unconfined;4.58;112.93;55.12;29;91.61;19.36
28-11-2022;6.21;0.84;78.16;199.43;101.05;2.91;80.95;grass;1.49;low;clay;unconfined;7.36;44.04;91.6;11;73.01;21.04
28-10-2020;5.72;0.66;45.19;215.18;91.44;6.23;80.34;grass;4.51;low;sand;unconfined;6.66;74.97;83.51;31;97.2;16.01
11-4-2021;5.59;0.86;0.0;73.6;62.59;5.27;69.59;sugar beet;4.36;low;sand;unconfined;4.91;135.72;99.43;45;61.13;2.58
10-7-2024;6.12;0.4;45.95;114.86;120.88;0.67;19.22;grass;2.43;high;loess;unconfined;6.06;95.57;108.34;32;107.89;9.98
12-3-2022;6.12;0.8;58.69;178.83;79.49;6.96;56.02;grass;4.54;medium;clay;confined;0.45;31.13;55.38;25;65.07;17.7
28-11-2022;5.75;0.71;44.49;157.42;90.84;3.96;32.79;sugar beet;4.81;low;sand;unconfined;2.99;106.12;87.94;38;68.7;20.85
16-3-2023;5.76;1.19;54.53;164.67;85.67;3.79;48.66;sugar beet;0.18;low;loess;unconfined;0.93;90.95;100.54;21;92.05;16.98
25-8-2024;6.12;0.8;47.14;131.99;128.79;6.91;69.09;sugar beet;4.26;medium;peat;unconfined;7.36;120.09;130.23;21;68.5;14.39
3-3-2022;5.28;1.27;15.31;227.54;130.47;4.67;63.16;sugar beet;2.01;low;peat;unconfined;3.4;87.92;14.23;30;54.86;19.16
5-7-2021;5.3;1.42;22.28;280.42;64.38;6.19;75.66;sugar beet;4.98;low;loess;unconfined;0.45;188.31;104.54;4;79.76;17.0
27-5-2020;5.64;1.23;33.58;155.2;74.91;3.69;21.82;maize;1.71;low;peat;unconfined;6.64;94.38;80.05;11;76.96;12.43
25-2-2024;5.89;0.94;61.31;172.67;70.96;6.61;29.54;wheat;4.17;low;clay;confined;6.99;116.54;72.31;55;74.75;21.68
25-6-2020;6.16;1.04;24.68;152.81;107.33;5.39;80.13;potatoes;1.1;low;loess;confined;3.14;128.58;56.88;19;93.03;19.45
31-7-2024;6.74;0.54;49.12;214.2;136.27;5.81;80.44;sugar beet;4.65;low;sand;unconfined;0.39;141.51;68.31;15;49.14;17.11
12-10-2022;6.43;0.96;46.07;191.46;107.87;4.64;49.68;grass;3.71;low;clay;confined;5.52;53.91;77.73;19;81.77;21.33
5-1-2021;5.92;0.74;71.72;96.68;12.37;8.26;49.53;potatoes;1.42;medium;sand;unconfined;6.11;144.74;71.56;11;71.97;10.42
6-7-2020;5.99;1.21;39.17;119.36;130.39;8.74;73.46;sugar beet;3.44;low;sand;unconfined;9.31;90.44;83.49;57;55.92;6.51
19-6-2022;5.5;1.77;4.9;99.54;46.04;0.59;60.64;maize;2.18;high;clay;unconfined;9.71;110.87;75.69;44;101.9;11.53
6-3-2023;5.99;1.15;52.94;284.74;71.39;6.85;62.13;grass;4.3;low;peat;confined;1.43;44.87;83.19;48;66.92;20.05
7-6-2021;5.86;0.4;82.76;181.77;107.94;2.84;31.5;maize;0.03;low;clay;confined;5.55;37.34;116.88;47;55.06;23.62
25-7-2021;6.16;0.89;54.25;120.22;96.64;6.02;72.99;wheat;2.62;high;clay;confined;4.18;107.0;52.17;35;78.1;6.23
15-10-2024;5.59;1.04;24.25;116.22;134.91;1.44;46.01;wheat;3.41;low;loess;unconfined;8.45;137.5;56.85;45;66.34;11.71
14-8-2021;6.26;1.03;18.36;190.26;75.57;5.81;22.15;sugar beet;1.98;low;clay;confined;8.42;57.14;74.07;43;35.91;9.23
30-1-2024;6.77;0.78;20.94;195.25;61.34;3.33;34.37;wheat;2.37;low;peat;unconfined;5.89;47.05;63.97;37;65.99;20.35
17-9-2022;5.95;1.07;80.07;189.91;87.53;4.08;38.06;sugar beet;1.2;low;clay;unconfined;1.49;100.85;112.76;29;106.96;18.52
5-9-2021;6.2;0.63;33.45;128.72;139.08;4.14;79.56;sugar beet;2.09;medium;peat;unconfined;4.18;73.5;73.49;29;64.62;18.29
19-12-2020;6.35;0.72;26.75;165.29;125.19;3.53;36.07;wheat;4.61;medium;peat;confined;0.82;119.12;66.57;50;58.71;16.31
2-9-2023;5.8;1.19;36.83;155.55;103.49;3.59;57.69;wheat;1.92;low;clay;unconfined;0.34;71.41;80.05;3;83.43;12.0
13-3-2022;6.11;0.7;33.66;103.19;153.04;4.2;7.79;maize;4.94;high;peat;unconfined;8.43;95.76;149.1;15;76.09;17.26
